CERT C~ | 1-0-2 | 3
CERT O??CA?oICHGaH_E_QGAQ? | 6-0-10 7-1-11 8-2-12 13-3-14 9-4-15 | 5
CERT O??CA?oICHGaH__oBGAo? | 6-0-10 7-1-11 2-12-5 8-3-14 9-4-15 | 13
CERT O??CA?oICHAQB_X?QGAQ? | 6-0-10 7-1-13 8-2-9 11-3-14 12-4-15 | 5
CERT O??CA?oI?X[?Q_c_Ag?I_ | 6-0-11 7-1-12 8-2-9 13-3-14 4-10-5 | 15
CERT O??CA?oI?X[?Q_cO?w?g_ | 6-0-11 7-1-12 8-2-9 13-3-15 4-10-5 | 14
CERT O??CA?oI?X[?Q_`OAW?g_ | 6-0-11 7-1-12 8-2-9 14-3-15 4-10-5 | 13
CERT O??CA?oI?X[?Q_cCAg?M? | 6-0-11 7-1-12 8-2-9 13-3-14 4-10-5 | 15
CERT O??CA?oI?XU?q?OS?w?k? | 6-0-11 7-1-12 2-8-3 9-4-10 14-5-15 | 13
CERT O??CA?oI?XU?q?CS?wAK? | 6-0-11 7-1-12 2-8-3 9-4-10 14-5-15 | 13
CERT O??CA?oI?XT?s?OS?w?k? | 6-0-11 7-1-12 2-8-3 9-4-10 14-5-15 | 13
CERT O??CA?oI?XT?o_OSAo?i? | 6-0-11 7-1-12 8-2-9 14-3-15 4-10-5 | 13
CERT O??CA?oI?XT?c_S_Gg?I_ | 6-0-11 7-1-13 2-8-3 9-4-10 14-5-15 | 12
CERT O??CA?oI?XT?oOOcAo?i? | 6-0-11 7-1-12 8-2-9 14-3-15 4-10-5 | 13
CERT O??CA?oI?XT?oCSOAo?M? | 6-0-11 7-1-12 8-2-9 13-3-14 4-10-5 | 15
CERT O??CA?oI?XT?oCOoAo?i? | 6-0-11 7-1-12 8-2-9 14-3-15 4-10-5 | 13
CERT O??CA?oI?XR?w?OcAg?M? | 6-0-11 7-1-12 2-8-3 9-4-10 14-5-15 | 13
CERT O??CA?oI?XR?w?@cAgAE? | 6-0-11 7-1-12 2-8-3 9-4-10 13-5-14 | 15
CERT O??CA?oI?XR?w?CS?wAK? | 6-0-11 7-1-12 2-8-3 9-4-10 14-5-15 | 13
CERT O??CA?oI?XR?s?@cCgAE? | 6-0-11 7-1-12 2-8-3 9-4-10 13-5-14 | 15
CERT O??CA?oI?XR?g_T??iAE? | 6-0-11 7-1-15 8-2-12 3-13-5 9-4-10 | 14
CERT O??CA?oI?XR?g_S_Gg?I_ | 6-0-11 7-1-13 8-2-12 9-4-10 14-5-15 | 3
CERT O??CA?oI?XR?g_SCGg?M? | 6-0-11 7-1-13 8-2-12 9-4-10 14-5-15 | 3
CERT O??CA?oI?XR?W_oO?w?g_ | 6-0-11 7-1-12 2-8-3 9-4-10 14-5-15 | 13
CERT O??CA?oI?XR?@cS_CgEA? | 6-0-11 7-1-13 2-8-3 9-4-10 12-5-14 | 15
CERT O??CA?oI?XF?s?OcOg?M? | 6-0-12 7-1-13 8-2-9 3-11-4 10-5-14 | 15
CERT O??CA?oI?XSOq?SC?w?i? | 6-0-11 7-1-12 8-2-9 13-3-15 4-10-5 | 14
CERT O??CA?oI?XSOq?PCAW?i? | 6-0-11 7-1-12 8-2-9 14-3-15 4-10-5 | 13
CERT O??CA?oI?XSOq?DCAWAI? | 6-0-11 7-1-12 8-2-9 13-3-14 4-10-5 | 15
CERT O??CA?oI?XSOq?OSAg?k? | 6-0-11 7-1-12 8-2-9 14-3-15 4-10-5 | 13
CERT O??CA?oI?XSOq??sAgAg? | 6-0-11 7-1-12 8-2-9 14-3-15 4-10-5 | 13
CERT O??CA?oI?XSOb?PCIG?e? | 6-0-11 7-1-13 8-2-9 14-3-15 10-4-12 | 5
CERT O??CA?oI?XSOb?OcIG?i? | 6-0-11 7-1-13 8-2-9 14-3-15 10-4-12 | 5
CERT O??CA?oI?XQAE_w?Gg?M? | 6-0-11 7-1-13 8-2-9 3-12-4 10-5-14 | 15
CERT O??CA?oI?XQAE_p?CgAE? | 6-0-11 7-1-13 8-2-9 3-12-4 10-5-14 | 15
CERT O??CA?oI?XQAE_o_Gg@I? | 6-0-11 7-1-13 8-2-9 3-12-4 10-5-14 | 15
CERT O??CA?oI?XQAE_P_CgEA? | 6-0-11 7-1-13 8-2-9 3-12-4 10-5-14 | 15
CERT O??CA?oI?XQA`_X?BGAE? | 6-0-11 7-1-13 8-2-9 3-14-4 10-5-12 | 15
CERT O??CA?oICDP_Y?D_AgAA_ | 6-0-10 7-1-12 8-2-9 13-3-14 4-11-5 | 15
CERT O??CA?oICDP_Y??sAgAg? | 6-0-10 7-1-12 8-2-9 14-3-15 4-11-5 | 13
CERT O??CA?oBF?Y?M?BG?w?E_ | 6-0-10 7-1-11 8-2-12 4-9-15 13-5-14 | 3
CERT O??CA?oBF?CWS_e?@g?H_ | 6-0-10 7-1-12 8-2-11 3-13-4 9-5-14 | 15
CERT O??CA?oBD_M?q?BG?w?E_ | 6-0-10 7-1-11 2-8-3 9-4-12 13-5-14 | 15
CERT O??CA?oBD_M?_oAoH_?H_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBD_KO_oEOH_?H_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBDOL?c_CWGg?K_ | 6-0-10 7-1-14 8-2-11 12-3-13 4-9-5 | 15
CERT O??CA?oBDOF?DGOc?wEA? | 6-0-10 7-1-13 2-8-3 9-4-11 12-5-14 | 15
CERT O??CA?oBDOKGR?@cQO?b? | 6-0-10 7-1-12 8-2-11 14-3-15 4-9-5 | 13
CERT O??CA?oB@oU?`_R??[AA_ | 6-0-11 7-1-13 2-8-14 3-10-4 9-5-12 | 15
CERT O??CA?oB@oU?`_PC@KAE? | 6-0-11 7-1-13 2-8-3 10-4-14 9-5-12 | 15
CERT O??CA?oB@oU?QC_WGo?M? | 6-0-11 7-1-12 2-8-3 9-4-10 14-5-15 | 13
CERT O??CA?oB@oU?@cp?@KAE? | 6-0-11 7-1-13 2-8-3 10-4-14 9-5-12 | 15
CERT O??CA?oB@oS_R?CgOWAA_ | 6-0-11 7-1-12 2-8-13 3-10-4 5-9-15 | 14
CERT O??CA?oB@oE_aCo_?wAB? | 6-0-12 7-1-13 8-2-11 3-10-4 9-5-14 | 15
CERT O??CA?oB@oD_cGP_OWAA_ | 6-0-12 7-1-13 8-2-11 3-10-4 5-9-15 | 14
CERT O??CA?oBEC[?K_EO@g?H_ | 6-0-10 7-1-11 8-2-12 3-13-4 9-5-14 | 15
CERT O??CA?oBEC[?KOE_@g?H_ | 6-0-10 7-1-11 8-2-12 3-13-4 9-5-14 | 15
CERT O??CA?oBEC[?CoM?@g?H_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBEC[?GWEOB_?K_ | 6-0-10 7-1-11 8-2-12 13-3-14 4-9-5 | 15
CERT O??CA?oBEC[?CWM?@g?K_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBDC[?SOEO@c?K_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBDC[?QGB_Ag?a_ | 6-0-10 7-1-11 2-8-3 9-4-12 13-5-14 | 15
CERT O??CA?oBDCY?KOAoH_?H_ | 6-0-10 7-1-11 8-2-12 9-4-13 14-5-15 | 3
CERT O??CA?oBDCY?KOAo@cAG_ | 6-0-10 7-1-11 8-2-12 9-4-13 14-5-15 | 3
CERT O??CA?oBDCWG[?EO@o?H_ | 6-0-10 7-1-11 8-2-12 3-13-4 9-5-14 | 15
CERT O??CA?oBE@T?X??sBO?i? | 6-0-10 7-1-12 8-2-11 14-3-15 4-9-5 | 13
CERT O??CA?oBE@T?J?@oAIAc? | 6-0-10 7-1-15 8-2-11 3-14-9 4-12-5 | 13
CERT O??CA?oBE@KOi?B_Ag?a_ | 6-0-10 7-1-11 8-2-12 14-3-15 9-4-13 | 5
CERT O??CA?oBE@KOi?EOAo?I_ | 6-0-10 7-1-11 8-2-12 13-3-14 4-9-5 | 15
CERT O??CA?oBE@KOi?EO?w?g_ | 6-0-10 7-1-11 8-2-12 13-3-15 4-9-5 | 14
CERT O??CA?oBE@KOKOAoP_?g_ | 6-0-10 7-1-11 8-2-12 3-15-5 9-4-13 | 14
CERT O??CA?oBE@KOCoIOP_?g_ | 6-0-10 7-1-11 8-2-13 12-3-15 9-4-14 | 5
CERT O??CA?oBE@POM?X?AI?M? | 6-0-10 7-1-13 2-8-3 11-4-12 9-5-15 | 14
CERT O??CA?oBD@[?U?Co@o?I_ | 6-0-10 7-1-11 2-8-3 9-4-12 14-5-15 | 13
CERT O??CA?oBD@[?U?AoAo?I_ | 6-0-10 7-1-11 2-8-3 9-4-12 14-5-15 | 13
CERT O??CA?oBD@[?S_AoB_?I_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBD@[?Q_EOAo?I_ | 6-0-10 7-1-11 2-8-3 9-4-12 14-5-15 | 13
CERT O??CA?oBD@[?Q_CoB_?I_ | 6-0-10 7-1-11 2-8-3 9-4-12 14-5-15 | 13
CERT O??CA?oBD@[?SOE_@o?I_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBD@[?QOE_Ao?I_ | 6-0-10 7-1-11 2-8-3 9-4-12 14-5-15 | 13
CERT O??CA?oBD@[?OoE_B_?I_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBD@Y?Y?F??w?E_ | 6-0-10 7-1-11 8-2-12 3-13-4 9-5-14 | 15
CERT O??CA?oBD@Y?Y?Co@o?I_ | 6-0-10 7-1-11 2-8-3 9-4-12 14-5-15 | 13
CERT O??CA?oBD@Y?Y?AoAo?I_ | 6-0-10 7-1-11 8-2-12 3-14-5 9-4-13 | 15
CERT O??CA?oBD@Y?Y?AoAg?K_ | 6-0-10 7-1-11 8-2-12 3-14-5 9-4-13 | 15
CERT O??CA?oBD@M?q?Co@o?I_ | 6-0-10 7-1-11 2-8-3 9-4-12 14-5-15 | 13
CERT O??CA?oBD@M?Ooa_B_?I_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBD@M?OoE_P_?I_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBD@M?OoAoB_CG_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBD@X?J?CcAgAE? | 6-0-10 7-1-11 8-2-12 13-3-14 4-9-5 | 15
CERT O??CA?oBD@X?IOS_Ag?K_ | 6-0-10 7-1-11 8-2-12 13-3-14 4-9-5 | 15
CERT O??CA?oBD@T?U?OoAo?I_ | 6-0-10 7-1-12 8-2-11 3-14-5 4-9-15 | 13
CERT O??CA?oBD@T?R?D_AWAA_ | 6-0-10 7-1-12 8-2-11 13-3-14 4-9-5 | 15
CERT O??CA?oBD@T?F?P_AWAA_ | 6-0-10 7-1-13 8-2-11 12-3-14 4-9-5 | 15
CERT O??CA?oBD@T?Q_D_AgAA_ | 6-0-10 7-1-12 8-2-11 13-3-14 4-9-5 | 15
CERT O??CA?oBD@T?Q_SOAo?I_ | 6-0-10 7-1-12 8-2-11 13-3-14 4-9-5 | 15
CERT O??CA?oBD@T?Q_CoAgAG_ | 6-0-10 7-1-12 8-2-11 13-3-14 4-9-5 | 15
CERT O??CA?oBD@T?E_P_AgAA_ | 6-0-10 7-1-13 8-2-11 12-3-14 4-9-5 | 15
CERT O??CA?oBD@T?B_T?AWAA_ | 6-0-10 7-1-13 2-8-3 11-4-12 5-9-15 | 14
CERT O??CA?oBD@T?B_SCAWAI? | 6-0-10 7-1-13 2-8-3 9-4-11 12-5-15 | 14
CERT O??CA?oBD@T?QOS_Ao?I_ | 6-0-10 7-1-12 8-2-11 13-3-14 4-9-5 | 15
CERT O??CA?oBD@T?SCD_@WAI? | 6-0-10 7-1-12 8-2-11 3-13-5 9-4-14 | 15
CERT O??CA?oBD@T?CcU??wAI? | 6-0-10 7-1-13 8-2-11 3-12-9 14-5-15 | 4
CERT O??CA?oBD@T?CcQ_AgAI? | 6-0-10 7-1-13 8-2-11 12-3-14 4-9-5 | 15
CERT O??CA?oBD@R?Y?OoAo?I_ | 6-0-10 7-1-12 2-8-3 9-4-11 14-5-15 | 13
CERT O??CA?oBD@R?L?Oc?wAQ? | 6-0-10 7-1-13 8-2-12 3-11-4 9-5-14 | 15
CERT O??CA?oBD@R?J?P_AWAA_ | 6-0-10 7-1-13 8-2-12 11-3-14 4-9-5 | 15
CERT O??CA?oBD@R?J?PCGW?e? | 6-0-10 7-1-13 8-2-12 11-3-15 4-9-5 | 14
CERT O??CA?oBD@R?H_R?AWAA_ | 6-0-10 7-1-13 8-2-12 11-3-14 4-9-5 | 15
CERT O??CA?oBD@R?B_X?AWAA_ | 6-0-10 7-1-13 2-8-3 11-4-12 5-9-15 | 14
CERT O??CA?oBD@F?q?OoAo?I_ | 6-0-10 7-1-12 8-2-11 3-14-5 4-9-15 | 13
CERT O??CA?oBD@F?q?@cAgAE? | 6-0-10 7-1-12 8-2-11 3-14-5 4-9-13 | 15
CERT O??CA?oBD@F?b?OcAWAI? | 6-0-10 7-1-13 2-8-3 9-4-11 12-5-15 | 14
CERT O??CA?oBD@F?Q_`_AgAA_ | 6-0-10 7-1-12 8-2-11 3-14-5 4-9-15 | 13
CERT O??CA?oBD@F?Q__oAgAG_ | 6-0-10 7-1-12 8-2-11 3-14-5 4-9-15 | 13
CERT O??CA?oBD@F?B_OcQGAI? | 6-0-10 7-1-13 2-8-3 9-4-11 12-5-15 | 14
CERT O??CA?oBD@F?Aco_AgAI? | 6-0-10 7-1-13 8-2-11 3-14-5 9-4-12 | 15
CERT O??CA?oBD@F?AcS_OgAI? | 6-0-10 7-1-13 8-2-11 9-4-12 14-5-15 | 3
CERT O??CA?oBD@KOq?EOAo?I_ | 6-0-10 7-1-11 2-8-3 9-4-12 14-5-15 | 13
CERT O??CA?oBD@KOSOe?@o?I_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBD@KO_oU?@g?g_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBD@KO_oEOH_?g_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBD@KOCoEOP_AG_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBD@EOOoU?P_?I_ | 6-0-10 7-1-12 8-2-11 3-13-4 9-5-14 | 15
CERT O??CA?oBD@POY?SOAo?I_ | 6-0-10 7-1-12 2-8-3 9-4-11 14-5-15 | 13
CERT O??CA?oBD@POL?R?AWAA_ | 6-0-10 7-1-13 2-12-5 8-3-14 9-4-11 | 15
CERT O??CA?oBD@POJ?T?AWAA_ | 6-0-10 7-1-13 2-8-3 11-4-12 5-9-15 | 14
CERT O??CA?oBD@POJ?PCIG?e? | 6-0-10 7-1-13 8-2-12 14-3-15 9-4-11 | 5
CERT O??CA?oBD@DOq?SOAg?K_ | 6-0-10 7-1-12 8-2-11 13-3-14 4-9-5 | 15
CERT O??CA?oBD@DOb?T?AWAA_ | 6-0-10 7-1-13 2-8-3 11-4-12 5-9-15 | 14
CERT O??CA?oBD@DO`_SCBGAI? | 6-0-10 7-1-13 8-2-11 3-14-4 9-5-12 | 15
CERT O??CA?oBD@WGY?E_Ag?K_ | 6-0-10 7-1-11 8-2-12 13-3-14 4-9-5 | 15
CERT O??CA?oBD@WGS_M?@o?I_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBD@KGS_E_@gCG_ | 6-0-10 7-1-11 2-8-3 9-4-13 14-5-15 | 12
CERT O??CA?oBD@HAI__oAgAg? | 6-0-10 7-1-11 8-2-12 14-3-15 4-9-5 | 13
CERT O??CA?oBCPL?X?CS?wCc? | 6-0-10 7-1-11 8-2-12 13-3-15 4-9-5 | 14
CERT O??CA?oBCPL?W_`_Ag?a_ | 6-0-10 7-1-11 8-2-12 14-3-15 4-9-5 | 13
CERT O??CA?oBCPF?w?@cAgAE? | 6-0-10 7-1-12 8-2-11 3-14-5 4-9-13 | 15
CERT O??CA?oBCPF?w?CSGo?M? | 6-0-10 7-1-12 8-2-11 3-13-9 14-5-15 | 4
CERT O??CA?oBCPF?h?SCGW?M? | 6-0-10 7-1-13 8-2-12 3-11-4 9-5-15 | 14
CERT O??CA?oBCPD_X?OcQG?e? | 6-0-10 7-1-12 8-2-11 14-3-15 4-9-5 | 13
CERT O??CA?oBCPD_X?CSGWCc? | 6-0-10 7-1-12 8-2-11 13-3-15 4-9-5 | 14
CERT O??CA?oBCPD_P_GoIACa? | 6-0-10 7-1-12 8-2-11 14-3-15 4-9-5 | 13
CERT O??CA?oBCPD_SCDOGWDC? | 6-0-10 7-1-12 8-2-15 3-13-5 9-4-11 | 14
CERT O??CA?oBCPD_OcGoI_Ca? | 6-0-10 7-1-12 8-2-11 14-3-15 4-9-5 | 13
CERT O??CA?oBCPDOh?T?AWAA_ | 6-0-10 7-1-13 11-2-12 8-3-14 4-9-5 | 15
CERT O??CA?oBCPDOh?P_IG?a_ | 6-0-10 7-1-13 8-2-11 14-3-15 4-9-5 | 12
CERT O??CA?oBCPDOh?PCIG?e? | 6-0-10 7-1-13 8-2-11 14-3-15 4-9-5 | 12
CERT O??CA?oBCPDOD_SCSGAI? | 6-0-10 7-1-13 8-2-14 3-12-5 9-4-11 | 15
CERT O??CA?oBCPOoL?Y?AWAA_ | 6-0-10 7-1-13 2-8-3 4-9-15 11-5-12 | 14
CERT O??CA?oBCPOoL?Y?AIAE? | 6-0-10 7-1-13 2-8-3 4-9-14 11-5-12 | 15
CERT O??CA?oBCP@oL?w?AIAE? | 6-0-10 7-1-13 8-2-12 3-14-9 4-11-5 | 15
CERT O??CA?oBCPKAI_d?AWAI? | 6-0-10 7-1-11 8-2-12 13-3-14 4-9-5 | 15
CERT O??CA?oBCPKAI_D_QGAI? | 6-0-10 7-1-11 8-2-12 13-3-14 4-9-5 | 15
CERT O??CA?oBCPKAI__oAgAg? | 6-0-10 7-1-11 8-2-12 14-3-15 4-9-5 | 13
CERT O??CA?oBCPCQY?d??wAa? | 6-0-10 7-1-12 8-2-11 13-3-15 4-9-5 | 14
CERT O??CA?oBCPCQY?_oAgAg? | 6-0-10 7-1-12 8-2-11 14-3-15 4-9-5 | 13
CERT O??CA?oBCPCQd?X?@WAa? | 6-0-10 7-1-13 8-2-11 12-3-15 9-4-14 | 5
CERT O??CA?oB@PX?c_L??iAE? | 6-0-11 7-1-15 8-2-10 12-3-13 4-9-5 | 14
CERT O??CA?oB@PX?S_H_AICI? | 6-0-11 7-1-12 8-2-10 3-14-9 13-5-15 | 4
CERT O??CA?oB@PT?s?CSGo?M? | 6-0-11 7-1-12 8-2-10 3-13-9 14-5-15 | 4
CERT O??CA?oB@PT?d?T??YAE? | 6-0-11 7-1-13 8-2-10 3-12-5 4-9-14 | 15
CERT O??CA?oB@PT?`_T?AIAE? | 6-0-11 7-1-13 2-10-4 8-3-14 9-5-12 | 15
CERT O??CA?oB@PT?`_SCAWAI? | 6-0-11 7-1-13 2-8-3 9-4-10 12-5-15 | 14
CERT O??CA?oB@PT?oCT?AW?M? | 6-0-11 7-1-12 8-2-10 13-3-14 4-9-5 | 15
CERT O??CA?oB@PT?oCD_AgAE? | 6-0-11 7-1-12 8-2-10 13-3-14 4-9-5 | 15
CERT O??CA?oB@PT?oCSOAo?M? | 6-0-11 7-1-12 8-2-10 13-3-14 4-9-5 | 15
CERT O??CA?oB@PR?w?D_?iAE? | 6-0-11 7-1-12 8-2-10 3-13-5 4-9-14 | 15
CERT O??CA?oB@PR?w?@cAgAE? | 6-0-11 7-1-12 8-2-10 3-14-5 4-9-13 | 15
CERT O??CA?oB@PR?w?CS?wAK? | 6-0-11 7-1-12 8-2-10 3-13-9 14-5-15 | 4
CERT O??CA?oB@PR?s?@cCgAE? | 6-0-11 7-1-12 2-8-3 9-4-10 13-5-14 | 15
CERT O??CA?oB@PR?L?Oc?wEA? | 6-0-11 7-1-13 2-8-3 9-4-10 12-5-14 | 15
CERT O??CA?oB@PR?S__oGg@G_ | 6-0-11 7-1-12 2-8-3 9-4-10 14-5-15 | 13
CERT O??CA?oB@PR?`_T?CWAA_ | 6-0-11 7-1-15 8-2-14 3-13-5 9-4-10 | 12
CERT O??CA?oB@PR?`_T?CIAE? | 6-0-11 7-1-15 8-2-10 3-13-5 4-9-14 | 12
CERT O??CA?oB@PR?D_p?CIAE? | 6-0-11 7-1-13 8-2-10 3-12-5 4-9-14 | 15
CERT O??CA?oB@PR?D_OcSGAI? | 6-0-11 7-1-13 8-2-14 3-12-5 9-4-10 | 15
CERT O??CA?oB@PR?@cS_SGAI? | 6-0-11 7-1-13 8-2-14 9-4-10 12-5-15 | 3
CERT O??CA?oB@PE_b?S_?YEA? | 6-0-12 7-1-13 8-2-10 3-11-5 4-9-14 | 15
CERT O??CA?oB@PE_`_q?AIAE? | 6-0-12 7-1-13 8-2-10 11-3-14 4-9-5 | 15
CERT O??CA?oB@PE_`_oCBGAE? | 6-0-12 7-1-13 8-2-10 11-3-14 4-9-5 | 15
CERT O??CA?oB@PE_`CS_@WEA? | 6-0-12 7-1-13 8-2-10 3-11-5 9-4-14 | 15
CERT O??CA?oB@PE__cp?BGAE? | 6-0-12 7-1-13 8-2-10 11-3-14 4-9-5 | 15
CERT O??CA?oB@PP_Ccs??wBA? | 6-0-11 7-1-13 10-2-15 8-3-12 4-9-5 | 14
CERT O??CA?oB@PD_p?OcQG?e? | 6-0-12 7-1-13 8-2-10 14-3-15 9-4-11 | 5
CERT O??CA?oB@PB_k?OcOWAI? | 6-0-12 7-1-13 8-2-10 3-11-4 9-5-15 | 14
CERT O??CA?oB@PB__cs??wBA? | 6-0-12 7-1-13 8-2-10 3-11-4 9-5-14 | 15
CERT O??CA?oB@PSOd?PCAWAQ? | 6-0-11 7-1-13 8-2-10 12-3-14 9-4-15 | 5
CERT O??CA?oB@PSOd?PC@WAa? | 6-0-11 7-1-13 8-2-10 12-3-15 9-4-14 | 5
CERT O??CA?oB@PPOw?SO?w?g_ | 6-0-11 7-1-12 8-2-10 13-3-15 4-9-5 | 14
CERT O??CA?oB@PPOs?L??iAE? | 6-0-11 7-1-12 8-2-10 3-13-5 4-9-14 | 15
CERT O??CA?oB@PPOh?PCIG?e? | 6-0-11 7-1-13 8-2-10 14-3-15 4-9-5 | 12
CERT O??CA?oB@PPOd?X?AIAE? | 6-0-11 7-1-13 8-2-10 12-3-14 4-9-5 | 15
CERT O??CA?oB@PPOd?SCCWAI? | 6-0-11 7-1-13 8-2-14 3-12-5 9-4-10 | 15
CERT O??CA?oB@PQAU?POCWCK? | 6-0-11 7-1-12 8-2-14 9-4-10 13-5-15 | 3
CERT O??CA?oB@PQAT?B_OWBA? | 6-0-11 7-1-15 8-2-10 3-12-5 9-4-13 | 14
CERT O??CA?oB@PQAE_w?Gg?M? | 6-0-11 7-1-13 8-2-10 3-12-4 9-5-14 | 15
CERT O??CA?oB@PQAE_o_Gg@I? | 6-0-11 7-1-13 8-2-10 3-12-4 9-5-14 | 15
CERT O??CA?oB@PQAE_W_GgCI? | 6-0-11 7-1-13 8-2-10 3-12-4 9-5-14 | 15
CERT O??CA?oB@PQAD_Q_OgBA? | 6-0-11 7-1-13 8-2-15 3-12-5 9-4-10 | 14
CERT O??CA?oB@POaT?E_OWBA? | 6-0-11 7-1-12 10-2-15 8-3-13 4-9-5 | 14
CERT O??CA?oB@POaD_U?OWBA? | 6-0-11 7-1-13 8-2-15 3-12-5 9-4-10 | 14
CERT O??CA?oB@PAae?w?GW?M? | 6-0-12 7-1-13 2-8-3 9-4-10 11-5-15 | 14
CERT O??CA?oB@PAac_q?CWAI? | 6-0-12 7-1-13 8-2-14 3-11-5 9-4-10 | 15
CERT O??CA?oB?XSAI_o_IG?i? | 6-0-11 7-1-13 8-2-12 14-3-15 9-4-10 | 5
CERT O??CA?oBCD[?KOQO@o?g_ | 6-0-10 7-1-11 8-2-12 3-15-5 9-4-13 | 14
CERT O??CA?oBCDT?U?D_CgAA_ | 6-0-10 7-1-12 8-2-11 3-13-5 4-9-15 | 14
CERT O??CA?oBCDT?W_EOGg?g_ | 6-0-10 7-1-12 8-2-11 13-3-15 4-9-5 | 14
CERT O??CE@_K?WIGGce?@c?KO | 6-0-7 8-1-11 9-2-12 3-13-4 10-5-14 | 15
CERT O??CB@Oa?WDAPODAASDC? | 6-0-9 7-1-8 11-2-15 13-3-14 4-10-5 | 12
CERT O??CB@OI?gGgEAgC?sCS? | 6-0-13 7-1-8 2-9-4 10-3-12 11-5-14 | 15
CERT O?AA@?OaF?J?AS@oCc?d? | 5-0-9 6-1-10 7-2-14 8-3-15 11-4-12 | 13
CERT O?AA@?OaF?J?ASGW?s?k? | 5-0-9 6-1-10 7-2-13 8-3-15 11-4-12 | 14
CERT O?AA@?OaF?J?AK@gAW@I? | 5-0-9 6-1-10 7-2-15 8-3-14 11-4-12 | 13
CERT O?AA@?OaF?DOBOT??M?d? | 5-0-9 6-1-10 2-7-14 8-3-13 11-4-12 | 15
CERT O?AA@?OaF?DOECOg?k?i? | 5-0-9 6-1-10 7-2-11 12-3-15 13-8-14 | 4
CERT O?AA@?OaF?DOCcT?@K?J? | 5-0-9 6-1-10 7-2-11 12-3-13 4-14-8 | 15
CERT O?AA@?OaF?DOCcQG?k?i? | 5-0-9 6-1-10 7-2-11 12-3-15 4-13-8 | 14
CERT O?AA@?OaF?IAJ?Ao?k?d? | 5-0-9 6-1-10 2-7-14 8-3-11 12-4-13 | 15
CERT O?AA@?OaF?IAJ?@o@K?d? | 5-0-9 6-1-10 7-2-12 11-3-15 4-14-8 | 13
CERT O?AA@?OaF?IAJ?BG?[?e? | 5-0-9 6-1-10 7-2-12 11-3-15 4-13-8 | 14
CERT O?AA@?OaF?IAI_Cg?k?Y? | 5-0-9 6-1-10 2-7-14 8-3-11 12-4-15 | 13
CERT O?AA@?OaF?IAE_HG@g?F? | 5-0-9 6-1-10 7-2-13 8-3-11 12-4-14 | 15
CERT O?AA@?OaF?IAE_BG?[@I? | 5-0-9 6-1-10 7-2-15 8-3-11 12-4-13 | 14
CERT O?AA@?OaF?IAE_@g@K@I? | 5-0-9 6-1-10 7-2-15 8-3-11 12-4-14 | 13
CERT O?AA@?OaF?IAIOB_?k?d? | 5-0-9 6-1-10 2-7-14 8-3-11 12-4-13 | 15
CERT O?AA@?OaF?IAIOAW?s?k? | 5-0-9 6-1-10 7-2-12 11-3-15 4-13-8 | 14
CERT O?AA@?OaF?IAEO@o@c@D? | 5-0-9 6-1-10 7-2-15 8-3-11 12-4-14 | 13
CERT O?AA@?OaF?IAEOHG@o?F? | 5-0-9 6-1-10 7-2-13 8-3-11 12-4-14 | 15
CERT O?AA@?OaF?IAEO@W@S@K? | 5-0-9 6-1-10 7-2-15 8-3-11 12-4-14 | 13
CERT O?AA@?OaF?IAHOB_?[?p? | 5-0-9 6-1-10 7-2-12 8-3-11 13-4-15 | 14
CERT O?AA@?OaF?IAHO@W@S?s? | 5-0-9 6-1-10 7-2-12 8-3-11 14-4-15 | 13
CERT O?AA@?OaF?IADOIG@o?F? | 5-0-9 6-1-10 2-7-12 8-3-11 13-4-14 | 15
CERT O?AA@?OaF?IADOAW?s@S? | 5-0-9 6-1-10 7-2-15 11-3-12 4-13-8 | 14
CERT O?AA@?OaF?IAGoB_?k?p? | 5-0-9 6-1-10 7-2-12 8-3-11 13-4-15 | 14
